EPIC,RA,DEC,Kp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,k2_campaign_str,k2_type,k2_lcflag,k2_scflag,k2_dist,k2_teff,k2_logg,k2_metfe,k2_rad,k2_mass
212874829,202.485489,-2.978836,11.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
212885936,205.260422,-2.36674,15.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
213196496,287.651093,-30.342129,12.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,STAR,1,1,NA,7516,4.03,0.058,2.08,1.79
213332010,287.674255,-29.813667,7.878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,STAR,1,1,NA,6291,4.17,-0.056,1.46,1.22
213461346,285.581848,-29.341921,8.541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,STAR,1,1,NA,6682,4.04,0.037,1.89,1.47
213554577,289.856537,-29.02103,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,STAR,1,1,NA,6366,4.29,-0.031,1.31,1.23
220142950,17.320541,-2.163657,14.977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,STAR,1,1,NA,6283,4.14,-1.125,1.27,0.84
220155299,17.555166,-1.700832,16.659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,STAR,1,1,NA,4373,4.75,-0.479,0.48,0.54
220179214,18.577547,-0.820448,14.926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,STAR,1,1,NA,NA,NA,NA,NA,NA
220191991,16.501348,-0.309445,14.189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,STAR,1,1,NA,6277,4.25,-0.971,1.15,0.84
220204626,17.849535,0.159765,17.197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,STAR,1,1,NA,4104,4.83,-0.307,0.45,0.5
220220139,20.709562,0.712054,8.399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,STAR,1,1,NA,5387,3.83,-0.256,1.99,1.03
228682380,130.639038,10.30176,19.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,NA,1,1,NA,NA,NA,NA,NA,NA
228682380,130.63904,10.30176,19.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,NA,1,1,NA,NA,NA,NA,NA,NA
228704734,188.295034,-11.134249,8.588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,STAR,1,1,104.1,6458,4.08,0.008,1.74,1.37
228720824,183.793989,-10.312399,6.055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,STAR,1,1,22.35,6293,4.29,-0.935,1.1,0.84
228724232,188.386868,-10.146149,11.243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,STAR,1,1,52,4276,4.74,-0.064,0.56,0.63
228737206,183.405355,-9.51338,7.416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,STAR,1,1,84.89,6090,3.83,0.023,2.41,1.45
228739655,185.392746,-9.399945,8.122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,STAR,1,1,91.35,5756,3.88,-0.168,2.04,1.17
229149295,191.292546,1.984334,18.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STAR,1,1,NA,NA,NA,NA,NA,NA
229154640,190.872655,2.121335,18.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STAR,1,1,NA,NA,NA,NA,NA,NA
229165995,189.537969,2.426821,18.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STAR,1,1,NA,NA,NA,NA,NA,NA
231478973,257.337014,-29.900526,8.474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,STAR,1,1,119.6,5465,3.72,0.039,2.7,1.33
237799552,259.429776,-30.770591,8.854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,STAR,1,1,75.74,6048,4.38,-0.042,1.1,1.11
237872381,261.758847,-30.554498,17.928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,STAR,1,1,7328,4486,2.33,0.111,11.79,1.06
242184803,264.697555,-30.131391,8.657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,STAR,1,1,99.6,6205,4.2,-0.076,1.38,1.14
245919787,353.128591,-12.264303,10.329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,27.76,4112,4.8,-0.063,0.47,0.54
245926081,352.507737,-11.908404,9.708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,163,5163,3.84,0.064,2.13,1.1
245939167,349.474905,-11.263799,8.794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,81.5,5339,3.82,0.018,2.24,1.22
245987518,354.743991,-9.804461,19.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,NA,NA,NA,NA,NA,NA
245988146,355.492138,-9.788041,16.815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,142.7,3504,5.02,0.054,0.26,0.25
246002682,357.121224,-9.416929,19.706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,NA,NA,NA,NA,NA,NA
246015642,354.975594,-9.083837,15.399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,1638,6371,4.21,-1.171,1.2,0.84
246018746,355.746956,-9.004945,14.647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,102.6,3735,4.96,-0.016,0.33,0.36
246025837,355.592733,-8.828783,8.343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,76.55,6131,4.22,-0.056,1.36,1.13
246036729,358.497601,-8.559856,18.494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,NA,NA,NA,NA,NA,NA
246057376,356.82645,-8.086691,10.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,STAR,1,1,326,6428,4.08,-0.017,1.69,1.34
246631226,72.958282,13.655152,6.212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,40.72,6299,4.26,-0.106,1.29,1.14
246643895,72.284718,13.833535,14.498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,552.9,6501,4.29,-1.802,1.03,0.79
246683636,71.237082,14.363935,15.066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,3376,8627,4.15,-0.334,1.86,1.79
246685193,75.140811,14.383811,6.615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,37.76,6077,4.33,-0.106,1.18,1.06
246696804,71.640667,14.531672,8.451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,101.1,6952,4.14,0.114,1.73,1.52
246703977,73.18788,14.623125,8.315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,51.89,5598,4.07,0.042,1.5,1.13
246711015,75.556056,14.710217,15.635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,524.2,5320,3.89,-0.267,0.96,0.9
246715531,75.762964,14.765699,9.271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,210.1,6982,3.73,0.014,3.05,1.9
246723035,75.829204,14.857469,18.855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,NA,NA,NA,NA,NA,NA
246741756,72.640906,15.083454,8.412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,42.21,5607,4.48,0.044,0.96,0.99
246745570,72.124143,15.127714,15.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,2363,6133,4.32,-0.436,1.12,0.94
246748626,68.493908,15.163619,8.308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,41.75,5470,4.51,-0.021,0.88,0.94
246771958,72.846734,15.433467,8.557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,57.27,6215,4.33,-0.063,1.2,1.15
246773415,75.205361,15.450199,10.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,488.3,4788,2.61,-0.512,7.43,0.95
246774176,77.291557,15.459022,11.488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,33.24,4524,4.71,-0.365,0.57,0.62
246775335,71.62661,15.472052,8.161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,47.44,5772,4.44,-0.021,0.99,1.01
246777832,67.968616,15.499481,10.513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,52.3,4702,2.57,-0.112,10.63,1.3
246808113,76.830501,15.828171,18.314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,NA,NA,NA,NA,NA,NA
246812118,69.169677,15.869329,6.568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,45.66,6303,4.28,-0.046,1.29,1.19
246816662,74.934677,15.916732,8.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,40.82,6690,4.3,-0.076,1.34,1.32
246843060,75.510176,16.190695,8.899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,82.44,6438,4.33,-0.051,1.25,1.23
246864591,74.997072,16.406037,15.975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,1760,6050,4.32,-0.328,1.11,0.98
246864600,75.712265,16.406162,18.049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,326.5,3534,5.04,-0.206,0.22,0.21
246868556,75.717781,16.446661,15.775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,NA,NA,NA,NA,NA,NA
246877984,77.053697,16.537902,16.112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,2721,6164,4.31,-0.415,1.14,1
246907677,76.755968,16.82742,8.778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,1,76.86,6084,4.3,-0.076,1.21,1.1
248404896,162.284646,-0.258124,19.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
248410880,162.111929,-0.015757,18.369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
248411044,162.511777,-0.010237,13.555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,1450,6565,4.2,-2.004,1.18,0.8
248414370,161.826303,0.121795,17.332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
248426633,161.51921,0.60492,14.502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,1351,6213,4.23,-0.524,1.23,0.94
248427628,155.948711,0.644619,17.815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
248442470,162.178379,1.199465,14.261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,40.39,2965,5.21,-0.187,0.14,0.12
248454038,156.536999,1.610699,18.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
248530218,153.56042,4.026923,16.738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
248895935,164.487232,13.117714,18.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,STAR,1,1,NA,NA,NA,NA,NA,NA
249154730,229.416235,-26.252512,8.531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
249175306,230.172573,-25.99039,6.925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
249200379,233.49872,-25.670963,9.142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
249251294,229.980614,-25.006817,18.241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
249252625,231.573309,-24.988576,8.752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
250118096,237.502545,-14.05115,8.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
250152590,235.892792,-13.572252,17.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
250154245,235.374097,-13.54863,14.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
250164599,237.664808,-13.39522,9.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,STAR,1,1,NA,NA,NA,NA,NA,NA
251372905,138.066949,22.914687,15.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,STAR,1,1,NA,NA,NA,NA,NA,NA
251377113,137.11352,23.238343,13.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,STAR,1,1,NA,NA,NA,NA,NA,NA
251398020,136.657225,24.667454,16.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,STAR,1,1,NA,NA,NA,NA,NA,NA
251457054,162.3128,-0.118406,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,NA,1,1,NA,NA,NA,NA,NA,NA
251457055,154.578458,3.736833,19.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,NA,1,1,NA,NA,NA,NA,NA,NA
251457056,156.457133,0.6517,16.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,NA,1,1,NA,NA,NA,NA,NA,NA
251550724,202.087831,-2.360283,10.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251550788,202.089731,-2.358925,11.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251555071,203.439181,-2.266645,16.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251567386,203.440841,-2.013658,12.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251571170,204.357274,-1.935799,12.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251583165,199.884155,-1.692013,18.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251583439,205.608481,-1.686274,9.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251583820,200.052329,-1.678028,12.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251584738,200.103918,-1.657507,10.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251585676,203.231681,-1.63755,18.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251586782,201.330588,-1.613947,16.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251603936,199.817334,-1.234808,16.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
251605347,204.045908,-1.19885,18.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,STAR,1,1,NA,NA,NA,NA,NA,NA
